id,대분류,목적,방법,맥락,기술,결론,제목,출처,발행일,url,표,근거
"463","AI 활용","효율화","업무 자동화, 해커톤","사내 업무","LLM","당근은 AI 전환을 위해 팀마다 일하는 방식을 과감히 재설계하고 있다","AI가 만든 파도 위에서 당근이 서핑하는 법","당근","2025-05-15","https://careers.daangn.com/blog/post/당근-ai-프로덕트-조직문화-사용자경험/","AI 활용 3","변화의 물결이 조직 전반에 퍼지면서, 각 팀은 효과적인 AI 전환을 위해 일하는 방식을 다양하게 바꿔가고 있어요."
"468","제품·서비스 기획","활성화","화면·흐름 설계, 가설 검증","로컬, 커뮤니티","LLM","동네 이웃의 정보가 모이는 자체 지도 서비스 동네지도를 만들었다","동네를 발견하는 새로운 경험, 동네지도","당근","2025-03-05","https://careers.daangn.com/blog/post/당근-로컬맵스-동네지도-사용자경험-채용-팀문화/","제품·서비스 기획 3","지도를 기반으로 주변 가게나 동네 업체 소식을 살펴볼 수 있는 서비스예요."
"469","협업·프로세스","사용성","문제 정의, 해커톤","사내 업무, 커머스","","테크팀 워크숍에 사용자 경험 개선 아이디어톤을 도입해 엔지니어가 사용자 문제를 고민하게 했다","사용자 경험 개선을 위한 올리브영 테크팀 아이디어톤 현장 전격 공개!","올리브영","2025-02-28","https://oliveyoung.tech/2025-02-28/oy-workshop-2024/","협업·프로세스 3","매년 진행하던 워크숍에 아이디어톤이라는 새로운 포맷을 더한 이번 행사는, 소프트웨어 엔지니어들이 단순한 기술 구현을 넘어 프로덕트 메이커로서 사용자 경험을 깊이 고민하는 동시에 프로덕트의 본질을 고민하는 계기가 되었고, 기술과 창의성을 결합하여 더 나은 서비스를 제공하려는 비전을 실현하기 위한 중요한 첫걸음이었습니다."
"475","사용자 이해·경험","사용성","VOC 분석, 화면·흐름 설계","글로벌, 결제","","글로벌몰 주문서의 배송지 입력 흐름을 자동완성·검증으로 개선해 입력 시간과 배송보류를 줄였다","올리브영 글로벌몰 주소 자동완성 및 검증 솔루션 도입기","올리브영","2025-02-14","https://oliveyoung.tech/2025-02-14/oy-global-mall-address/","사용자 이해·경험 3","자동완성 기능을 통해 배송지 입력 시간이 평균 22초에서 평균 14초로 약 36% 감소했습니다."
"483","AI 활용","효율화","업무 자동화, 문서화","사내 업무","RAG, LLM","사내 RAG 기반 AI봇 춘시리로 문서 검색·요약·주간보고 업무를 효율화했다","페이증권의 업무도우미 AI봇을 소개합니다! 근데 이제 춘식이를 곁들인 | 카카오페이 기술 블로그","카카오페이","2025-01-24","https://tech.kakaopay.com/post/choonsiri/","AI 활용 3","이를 통해 주간 보고 작성 과정이 훨씬 효율적으로 개선되어, 많은 크루들의 시간과 노력을 절감할 수 있게 되었습니다."
"484","사용자 이해·경험","성장","회고, 사용자 인터뷰","사내 업무","","신입 디자이너가 사용자 관점 피드백을 받으며 중고차 홈 화면을 개편해 성과를 냈다","당근 신입 프로덕트 디자이너의 좌충우돌 성장기","당근","2025-01-23","https://careers.daangn.com/blog/post/당근-프로덕트-디자이너-인턴-커리어/","사용자 이해·경험 2, 제외 1","그래서 그런 사람들도 편하게 매물을 구경하다가 관심 가는 차를 만날 수 있도록 차량 이미지 중심으로 화면을 다시 구성했다."
"486","협업·프로세스","효율화","회고, 데이터 분석","사내 업무","","프로덕트 엔지니어는 적정 엔지니어링, 사업적 회고, 적응적 관계 맺음으로 일한다","프로덕트에 진심인 엔지니어는 어떻게 일할까? ②","당근","2025-01-20","https://careers.daangn.com/blog/post/당근-개발자-프로덕트-엔지니어-팀빌딩-회고/","협업·프로세스 3","알바팀에서는 어떤 기능이 배포되면 일주일쯤 후에 성과를 같이 보면서 작업 전반을 회고하는 시간을 가져요."
"487","협업·프로세스","성장","문제 정의, 애자일","사내 업무","","프로덕트 엔지니어는 기술 완성도보다 프로덕트 성장을 우선해 문제의 우선순위를 정한다","프로덕트에 진심인 엔지니어는 어떻게 일할까? ①","당근","2025-01-17","https://careers.daangn.com/blog/post/당근-개발자-목적조직-프로덕트-엔지니어/","협업·프로세스 3","당근알바 팀에서는 우선순위가 높은 업무를 전략적으로 다루기 위해 분기별로 ‘폴리싱 위크(Polishing Week)’를 운영해요."
"488","사용자 이해·경험","성장","A/B 테스트, 실험 플랫폼","추천, 커뮤니티","LLM","최신순 고정 구좌였던 홈 피드를 개인화 추천으로 개편해 연결된 서비스들의 성장을 이끌었다","당근의 성공을 견인하는 첫 화면의 비밀","당근","2025-01-10","https://careers.daangn.com/blog/post/당근-피드실-채용-홈화면-개발자-pm/","사용자 이해·경험 3","하지만 지금은 피드에 노출 가능한 콘텐츠를 일관된 데이터 모델로 정의해서 저장하고, 수급된 콘텐츠를 개인화 추천 모델을 거쳐 사용자에게 보여주고 있어요."
"495","제품·서비스 기획","효율화","업무 자동화, 운영 개선","금융","후보:OCR","카카오페이손해보험은 느리고 불안한 보험금 청구 경험을 바꾸려고 레거시 분할·문서 인식·프로세스 자동화로 사고접수와 동시에 보험금을 주는 즉시지급 프로세스를 만들었다.","사고접수와 동시에 보험금을 받는다면? | 카카오페이 기술 블로그","카카오페이","2024-12-24","https://tech.kakaopay.com/post/ifkakao2024-instant-insurance-claim-payment/","제품·서비스 기획 3","저희는 이 문제들을 해결하여 보험금을 즉시지급하는 프로세스를 마련하고자 했습니다."
"502","사용자 이해·경험","접근성","디자인 시스템, A/B 테스트","","","기존 버튼의 위계·접근성 문제를 SEED 개편으로 고치고 실험으로 지표 영향이 없음을 확인했다","What's New in Action Button","당근","2024-12-13","https://seed-design.io/updates/whats-new-in-action-button","사용자 이해·경험 3","SEED 버튼 디자인에서는 WCAG 접근성 기준을 철저히 준수하며, 사용자 경험의 기본인 가독성과 사용성을 크게 개선했어요."
"503","사업·브랜드","수익화","사업 전략","광고, 추천","후보:머신러닝","당근의 AdServer는 지면과 오디언스를 파악해 광고를 경쟁시켜 송출하는 광고 사업의 핵심 플랫폼이며, 확장성과 관측가능성이 그 효율과 신뢰를 좌우한다.","사용자를 위한 최적의 광고를 찾아서, AdServer","당근","2024-12-12","https://careers.daangn.com/blog/post/당근-광고실-개발자-서버-엔지니어-dsp/","사업·브랜드 2, 제외 1","당근은 DSP, AdServer 뿐만 아니라 데이터 플랫폼, 연구 조직, 심지어 광고 지면까지 가지고 있기 때문에 광고 플랫폼의 모든 구성요소를 활용하여 광고 효율을 높이고 있습니다."
"512","제외","","","","","storybook과 emotion으로 올리브영 디자인 시스템 컴포넌트 가이드를 만드는 구현 방법을 코드와 함께 설명한다.","올리브영 서비스에 사용되는 컴포넌트를 모아놓은 그곳!","올리브영","2024-11-29","https://oliveyoung.tech/2024-11-22/designsystem-development/","제외 3","이를 위해 Vite + React + TypeScript 환경에서 storybook과 emotion을 사용해 디자인 시스템을 구축했습니다."
"529","AI 활용","효율화","데이터 분석, 가설 검증","사내 업무","LLM, 에이전트","AI 시대에는 데이터 수집부터 리포팅까지 분석의 모든 단계를 다시 설계해야 한다","Data & Analytics in the GPT Era","네이버 DNA","2024-09-14","https://medium.com/naver-dna-tech-blog/data-analytics-in-the-gpt-era-5e4496acedff","AI 활용 3","AI가 필연적으로 가져올 분석 역량의 확대를 최대한 활용하기 위해서는 데이터 수집, 분석, 리포팅 등 분석의 모든 측면을 다시 생각해야 하기 때문이다."
"530","AI 활용","성장","해커톤, MVP","사내 업무","LLM","Gen AI 해커톤으로 4일 만에 생성형 AI 기능 아이디어를 데모로 구현했다","당근 Gen AI 해커톤, 치열한 몰입으로 혁신을 만들어라!","당근","2024-09-12","https://careers.daangn.com/blog/post/당근-해커톤-개발자-몰입-협업/","AI 활용 3","이번 해커톤은 사용자에게 유용한 기능을 빠르게 구현하기 위해 진행된 만큼, 다양한 아이디어 중 실현 가능성과 임팩트가 큰 아이디어들은 프로덕트화까지 고려하고 있어요."
"532","제품·서비스 기획","리텐션","사용성 테스트, 가설 검증","커뮤니티, 콘텐츠","","재방문율을 높이려 매거진·셔터 같은 콘텐츠·커뮤니티 서비스를 만들었다","올리브영이 커뮤니티와 콘텐츠를 만드는 진짜 이유","올리브영","2024-09-06","https://oliveyoung.tech/2024-09-06/introduce-oy-po/","제품·서비스 기획 3","구매 목적으로만 방문하는 사용자들에게 구매 외에도 즐길거리를 제공해 재방문율을 높이자는 방향을 설정했습니다."
"534","제외","","","","","인턴이 관찰한 당근의 조직 문화 세 가지(경계 없음, 함께 학습, 서로 배려)를 소개하는 문화·채용 소개 글이다.","슬기로운 당근 생활을 위한 인턴의 문화 노트","당근","2024-08-30","https://careers.daangn.com/blog/post/당근-조직문화-피플팀-자율-학습문화-인턴십/","제외 2, 협업·프로세스 1","당근에서 가장 먼저 발견한 특징은 구성원들 사이에 경계가 없다는 거였어요."
"535","사용자 이해·경험","활성화","운영 개선, 가설 검증","커뮤니티, 로컬","","동네생활은 이웃 사용자의 행동을 바탕으로 주제·피드를 개선하며 소통의 장으로 발전하고 있다","우리 동네 소통의 장, 동네생활이 이웃들을 연결하는 이유","당근","2024-08-27","https://careers.daangn.com/blog/post/당근-동네생활-커뮤니티-사용자경험-채용-팀문화/","사용자 이해·경험 3","그래서 최근엔 동네생활에서도 원하는 정보를 더 쉽게 찾아갈 수 있도록 게시글 주제를 개편했어요."
"536","사업·브랜드","성장","운영 개선, 사업 전략","로컬, B2B","","비즈프로필로 동네 사장님의 홍보·단골 확보 채널이 되어 이용이 크게 성장했다","용달부터 미용실까지, 동네 사장님의 필수 채널을 꿈꾸다","당근","2024-08-21","https://careers.daangn.com/blog/post/당근-로컬비즈니스-몰입-채용-팀문화/","사업·브랜드 3","그래서 그 정도 반경 내에 사는 주민들에게 가장 효과적으로 홍보할 수 있는 플랫폼이고, 지속적으로 재방문을 유도해 단골을 모을 수도 있어요."
"537","제품·서비스 기획","성장","정책 설계, 사업 전략","금융, 로컬","","동네 금융을 위해 동네 가게 소액 결제에도 3% 적립하는 국내 첫 지역 기반 체크카드를 출시했다","당근페이는 왜 더 좁은 지역의 카드 혜택을 고수했을까?","당근","2024-08-19","https://careers.daangn.com/blog/post/당근페이-카드출시-하나카드-동네금융-브랜딩/","제품·서비스 기획 3","지역을 기반으로 혜택을 제공하는 체크카드는 당근 체크카드가 국내 최초인데요."
"542","사업·브랜드","수익화","지표 설계, 정책 설계","광고, B2B","","당근 DSP는 광고주 ROAS 극대화와 광고비 소진 사이의 균형을 잡으며 광고 사업을 키워야 한다","당근 광고가 만들어지는 곳, DSP","당근","2024-08-06","https://careers.daangn.com/blog/post/당근-광고-개발자-dsp/","사업·브랜드 3","광고주의 순수익이 늘어나면 DSP가 받는 수수료도 늘어나니 광고주의 성공이 곧 DSP의 성공이라 볼 수 있죠."
"547","협업·프로세스","효율화","해커톤, 회고","사내 업무","LLM","한 달에 한 번 하루 만에 기능을 기획·배포하는 피처톤으로 팀의 협업과 몰입을 높였다","협업과 몰입을 극강으로, 부동산팀 피처톤 데이","당근","2024-07-29","https://careers.daangn.com/blog/post/부동산-직거래-해커톤-피처톤/","협업·프로세스 3","이런 아쉬움을 해소하고, 더 단단한 팀워크를 만들기 위해 피처톤이 등장했어요."
"548","사업·브랜드","성장","리브랜딩, 디자인 시스템","","","다수 구성원 인터뷰로 '당근다움'을 정의하고 심볼·서체·컬러를 리뉴얼해 브랜드를 시각화했다","‘당근다움’을 어떻게 보여줄 것인가","당근","2024-07-26","https://careers.daangn.com/blog/post/당근-리브랜딩-프로세스-브랜드/","사업·브랜드 3","당근다움의 핵심을 찾아 명확히 정의하고, 다양한 브랜드 요소를 확보해 나간 여정을 하나씩 살펴보겠습니다."
"549","협업·프로세스","성장","조직 설계, 교육","사내 업무","","80여 명으로 늘어난 리더들이 서로 교류하도록 첫 리더 워크샵을 열어, 리더십과 의사결정 경험을 나누는 자리를 만들었다.","리더는 혼자가 아니니까, Cheer Leaders!","당근","2024-07-05","https://careers.daangn.com/blog/post/당근-리더십-채용-팀문화/","협업·프로세스 2, 제외 1","이런 방향성을 맞추고 연결시켜 협업의 힘을 키우는 게 결국 리더들의 역할일 거예요."
"551","제품·서비스 기획","성장","가설 검증, 사용자 인터뷰","로컬","","부동산팀은 직거래로 경쟁력을 갖춘 뒤 공인중개사 매물까지 열어 사용자가 최적의 집을 고르게 한다","모두가 최적의 집을 찾도록, 부동산팀이 그리는 시장의 미래","당근","2024-07-02","https://careers.daangn.com/blog/post/당근-부동산-실험문화-채용-팀문화/","제품·서비스 기획 3","지금 시점에 공인중개사 매물도 등록 가능하게 한 이유는, 결국 사용자가 본인이 살 집을 선택할 때 최고의 선택을 할 수 있도록 돕기 위함이에요."
"554","제품·서비스 기획","성장","사업 전략, MVP","커머스, 로컬","","중고차팀은 직거래에 필요한 정보와 진단 서비스를 제공하며 실행 우선으로 중고차 직거래 시장을 키운다","고민보다 실행하라, 성장 궤도를 달리는 중고차 직거래","당근","2024-06-25","https://careers.daangn.com/blog/post/당근-중고차-직거래-실험문화-사용자경험-팀문화/","제품·서비스 기획 2, 협업·프로세스 1","여기에 최근에는 차량 전문가가 차량 상태를 살펴주는 ‘차량 진단 서비스’도 시작했어요."
"556","사업·브랜드","수익화","사업 전략, 퍼널 분석","광고, 로컬","","광고실은 동네 사장님부터 기업까지 제품 중심으로 광고 서비스를 확장해 흑자 전환을 이뤘다","동네부터 기업까지, 광고실이 목표를 향해 달리는 법","당근","2024-06-18","https://careers.daangn.com/blog/post/당근-광고실-채용-목표달성-매출-팀문화/","사업·브랜드 3","시기에 맞는 서비스 확장과 탄탄한 시스템 구축이 신의 한 수였죠."
"563","협업·프로세스","신뢰","조직 설계, 교육","사내 업무","","매달 '문화의 날'에 전사가 모여 문화회의와 문화활동을 하며, 솔직한 소통과 협업의 기반을 만든다.","당근 문화의 날을 소개합니다","당근","2024-05-24","https://careers.daangn.com/blog/post/당근-문화의-날-조직문화-문화회의-문화활동-피플팀/","협업·프로세스 3","이날은 당근 구성원 모두 노트북 앞을 벗어나, 회사의 문화에 대해 이야기하는 날이에요."
"565","제품·서비스 기획","활성화","화면·흐름 설계, 애자일","신규 출시, 로컬","","동네별 투표율 순위를 새로 담은 우리 동네 선거 서비스로 당근 최고 DAU를 기록했다","우리 동네 선거 서비스, 당근 최고 DAU를 기록하다","당근","2024-04-30","https://careers.daangn.com/blog/post/당근-선거-서비스-tf-우리-동네-투표율/","제품·서비스 기획 3","올해는 특히 지역구별 실시간 투표율과 개표 현황, 당선자 정보까지 당근에서 확인할 수 있도록 했고요."
"566","데이터·실험","성장","A/B 테스트, 실험 플랫폼","사내 업무","","실험 플랫폼·리뷰 제도와 배포하지 않는 결정을 존중하는 문화로 전사 실험 문화를 정착시켰다","당근의 실험 문화는 어떻게 자리 잡았을까","당근","2024-04-25","https://careers.daangn.com/blog/post/당근-실험-문화-pm-데이터/","데이터·실험 3","당근에서는 실험을 진행하고 배포하지 않아도, 그것이 허무하거나 아쉬운 게 아니라 더 나은 결정이라는 것을 팀이 문화적으로 또 제도적으로 합의하고 있어요."
"571","제외","","","","","상세 기술서 이미지 처리를 공통 API로 통합하고 저장소를 NAS에서 S3로 옮겨 비동기로 처리했다.","상품 설명 영역 개선기 Part.1","올리브영","2024-04-01","https://oliveyoung.tech/2024-04-01/goods-detail-description-improvement/","제외 3","이미지 파일 업로드 시 코루틴을 사용한 비동기 처리로 구성하여 처리 속도에 대한 개선도 진행하였습니다."
"575","AI 활용","전환","로드맵","검색","LLM","LLM 검색이 사용자의 검색 습관을 바꾸려면 강점 시나리오부터 단계적으로 롤아웃해야 한다","생성형 검색: 데모에서 서비스로","네이버 DNA","2024-03-18","https://medium.com/naver-dna-tech-blog/%EC%83%9D%EC%84%B1%ED%98%95-%EA%B2%80%EC%83%89-%EB%8D%B0%EB%AA%A8%EC%97%90%EC%84%9C-%EC%84%9C%EB%B9%84%EC%8A%A4%EB%A1%9C-b6e5de32c009","AI 활용 3","본 글에서는 생성형 검색이 왜 기존 검색 습관을 바꾸는 것이 간단치 않은지를 설명하고, 실제 검색 사용자의 습관을 바꾸기까지의 로드맵을 제시하려고 한다."
"577","제품·서비스 기획","성장","사업 전략, 조직 설계","커머스, 로컬","","당근 중고거래는 아직 20% 수준이며, 연결의 거리를 더 좁히는 방향으로 서비스를 확장해 나간다.","당근 중고거래가 아직 현재진행형인 이유","당근","2024-03-12","https://careers.daangn.com/blog/post/당근-리더-인터뷰-중고거래실-리더십-조직문화/","제품·서비스 기획 3","당근 중고거래실에는 여전히 해볼 만한 실험이 많은데, 올해는 특히 연결의 거리를 더 좁혀 나가는 실험에 집중하고 있어요."
"579","협업·프로세스","효율화","조직 설계","사내 업무, 채용","","리더는 다 아는 사람이 아니라 묻고 듣고 위임하는 사람이며, 1on1로 기대치를 맞춰 팀을 움직인다.","성장하는 엔지니어링 리더는 어떻게 일할까","당근","2024-03-11","https://careers.daangn.com/blog/post/당근-리더-인터뷰-공통서비스개발팀-리더십-조직문화/","협업·프로세스 3","리더는 ‘듣는 사람’이라고 생각해요."
"580","협업·프로세스","성장","사업 전략, 조직 설계","로컬, 오프라인 매장","","로컬 시장의 기회를 보고 합류한 리더가, 수렴의 시기에 팀의 방향을 맞추고 심리적 안정감을 주는 리더십을 택했다.","20년 커리어, 또 한번의 성장에 도전할 때","당근","2024-03-05","https://careers.daangn.com/blog/post/당근-리더-인터뷰-로컬비즈니스실-리더십-조직문화/","협업·프로세스 3","저는 리더로서 우리 실의 목표를 명확하게 이해하고, 이를 토대로 팀원들과 방향성을 맞추는 일을 하고 있어요."
"581","협업·프로세스","신뢰","조직 설계","사내 업무, 검색","","1on1 대화가 구성원이 납득하고 주도적으로 일하게 만드는 가장 강력한 리더십 도구다.","주도적인 팀을 만드는 가장 강력한 리더십 도구","당근","2024-02-29","https://careers.daangn.com/blog/post/당근-리더-인터뷰-검색실-리더십-조직문화/","협업·프로세스 3","이 때 일대일 대화, 1on1은 주도적인 구성원을 위한 업무 환경을 만드는 가장 효과적이고 강력한 도구가 돼요."
"582","제품·서비스 기획","신뢰","정책 설계, 지표 설계","채용, 로컬","","당근알바는 게시글 수를 제한하는 정책처럼 지표가 떨어지더라도 신뢰를 회복하는 결정으로 제품을 건강하게 성장시켰다","서비스 성장을 가속하는 팀워크를 만드는 법","당근","2024-02-29","https://careers.daangn.com/blog/post/당근-리더-인터뷰-당근알바-리더십-조직문화/","제품·서비스 기획 3","예를 들어 2022년에는 사장님이 글을 최대 2개밖에 못 쓰게 제한했어요."
"583","제품·서비스 기획","사용성","화면·흐름 설계, MVP","커머스, 후보:채팅","","채팅팀은 당근전화 같은 기능과 서비스별 채팅 구조로 각 서비스 맥락에 맞는 연결을 만든다","당근의 모든 서비스가 만나는 교차로, 채팅","당근","2024-02-23","https://careers.daangn.com/blog/post/당근-채팅팀-채용-비전-문화/","제품·서비스 기획 3","그럴 때 채팅창에서 전화번호 교환 없이 빠르게 상대방과 통화할 수 있는 당근전화를 만들기로 했습니다."
"584","사업·브랜드","성장","리브랜딩, MVP","","","'당근마켓'이 다양한 지역 서비스를 담지 못해 린 브랜딩 방식으로 '당근' 리브랜딩을 시작했다","당근의 리브랜딩은 어떻게 시작되었나","당근","2024-01-31","https://careers.daangn.com/blog/post/당근-리브랜딩-비하인드-스토리/","사업·브랜드 3","‘당근마켓’에서 ‘마켓’은 중고거래만을 의미하고 있었고, 동네생활, 알바, 비즈니스 등 다양한 지역 기반 서비스를 포괄하는 데에 한계가 있음을 인정했습니다."
"587","데이터·실험","품질","지표 설계, 데이터 분석","검색","","사용자 로그 기반 ML 모델로 검색 품질 지표(SQM)를 만들어 KPI와 실험 의사결정 지표로 정착시켰다","머신러닝을 활용한 검색 품질 지표 개발 (SIGIR’23 Paper Recap)","네이버 DNA","2024-01-25","https://medium.com/naver-dna-tech-blog/%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%EC%9D%84-%ED%99%9C%EC%9A%A9%ED%95%9C-%EA%B2%80%EC%83%89-%ED%92%88%EC%A7%88-%EC%A7%80%ED%91%9C-%EA%B0%9C%EB%B0%9C-sigir23-paper-recap-6090914005a8","데이터·실험 3","이렇게 개발된 Search Quality Metric (SQM) 은 네이버 검색 부문의 연간 품질 KPI 및 검색 결과를 개선하기 위한 다양한 온라인 실험에서 의사결정을 위한 지표로 사용되고 있습니다."
"588","품질·위험 관리","품질","장애 대응, 정책 설계","커머스, 사내 업무","","누구나 인시던트를 선언하고 레벨·보고·재발 방지 대책까지 관리하는 인시던트 정책을 수립했다","올리브영은 인시던트를 어떻게 관리하고 있는가?","올리브영","2024-01-24","https://oliveyoung.tech/2024-01-23/incident/","품질·위험 관리 3","그래서 조금이라도 빨리 인시던트 장애에 대응하기 위해서 누구라도 부담 없이 인시던트 선언을 할 수 있도록 인시던트 정책을 수립하게 되었습니다."
"595","협업·프로세스","전환","A/B 테스트, 퍼널 분석","채용, 광고","","알바팀은 신뢰를 기반으로 소통 비용을 줄이고 빠르게 협업하며 가설 하나로 큰 성과를 낸다","하나의 가설로 극한의 성과를","당근","2023-12-20","https://careers.daangn.com/blog/post/당근-프로덕트디자이너-채용-인터뷰/","협업·프로세스 2, 사용자 이해·경험 1","신뢰를 기반으로 업무하는 덕분에 소통 비용이 정말 적게 들고 일하는 속도가 정말 빨라진다는 걸 직접 체감하고 있어요."
"596","제품·서비스 기획","활성화","A/B 테스트, MVP","커머스, 로컬","","중고거래실은 아파트 라운지 같은 더 좁은 범위의 연결 서비스와 실험으로 이웃 간 연결을 늘리고 있다","일상을 연결한다는 기쁨","당근","2023-12-20","https://careers.daangn.com/blog/post/당근-pm-프로덕트매니저-채용-인터뷰/","제품·서비스 기획 3","약 30여 개 아파트 단지에서 그룹 기능인 ‘라운지’를 오픈했고 참여를 유도하며 가까운 이웃 간 거래가 더 발생하도록 다양한 실험을 하고 있어요."
"597","협업·프로세스","성장","조직 설계, 데이터 분석","추천, 사내 업무","","목표와 동기가 정렬된 소수의 협업이 대규모 조직보다 큰 아웃풋을 내며, 자율·신뢰 문화가 그 바탕이다.","당근의 협업은 무엇이 다를까","당근","2023-12-20","https://careers.daangn.com/blog/post/당근-ml-머신러닝엔지니어-채용-인터뷰/","협업·프로세스 3","소수일지라도 목표가 명확하고 동기부여가 잘 된 인원들이 협업하면, 만들어낼 수 있는 아웃풋은 대규모 조직보다 훨씬 더 뛰어날 수 있다는 걸 깨달았어요."
"599","데이터·실험","효율화","A/B 테스트, 데이터 분석","검색, 사내 업무","","검색실 데이터 분석가가 A/B 테스트 문화와 데이터 분석으로 검색 제품 의사결정을 돕는다","데이터를 빛내는 조직의 힘","당근","2023-12-20","https://careers.daangn.com/blog/post/당근-데이터분석가-채용-인터뷰/","데이터·실험 3","따라서 저희는 실험을 통해 사용자 경험을 체크하면서, 검색에서의 사용성을 해치지 않는 선에서 원하는 개선을 적용하려고 노력해요."
"600","제품·서비스 기획","이탈","MVP, VOC 분석","오프라인 매장, 결제","","계산 대기 이탈을 막기 위해 셀프계산대를 도입해 매출 발행 건수와 고객 반응을 개선했다","올리브영 셀프계산대 도입기","올리브영","2023-12-19","https://oliveyoung.tech/2023-12-19/self-checkout/","제품·서비스 기획 3","셀프계산대는 고객님이 제품을 구매 시 기다림에 대한 이탈을 방지하기 위한 목적을 가지고 있습니다."
"612","사업·브랜드","수익화","사업 전략, 업무 자동화","광고, 로컬","","당근 광고는 동네 가게와 이웃을 연결하는 온라인 전단지 체계로, 광고주와 사용자 만족을 함께 높이는 수익 시스템이다","전단지를 대체할 당근 광고의 등장","당근","2023-11-23","https://careers.daangn.com/blog/post/당근-광고실-동네-사장님-광고/","사업·브랜드 3","당근의 광고실은 사용자에게 근처 맛집을 알려주거나 눈여겨보던 상품을 추천해주고 사용자가 특정 행동을 하면 광고주로부터 이용료를 받는 시스템을 만듭니다."
"614","협업·프로세스","신뢰","조직 설계, 교육","사내 업무","","다양한 직군이 모인 운영실은 북스터디·워크샵·문화회의 같은 활동으로 서로를 이해하고 따뜻한 팀 문화를 만든다","여기가 당근 찜질방이라면서요?","당근","2023-11-13","https://careers.daangn.com/blog/post/당근-워크샵-문화의날-회의/","협업·프로세스 3","이렇게 다양한 직군이 모인 조직에서 서로의 직무를 더 잘 이해하기 위해 북스터디를 시작했어요."
"618","협업·프로세스","효율화","회고, 사용성 테스트","사내 업무","","운영실은 회고·논의 냉장고·해피니스타임·사용자 모자 같은 장치로 일하는 방식을 개선한다","당근 운영실에는 냉장고와 모자가 있다","당근","2023-11-03","https://careers.daangn.com/blog/post/사용자중심-kpt-회고-당근-팀문화/","협업·프로세스 3","이 문제를 해결하기 위해 운영실에서는 ‘논의 냉장고’라는 문서를 만들어서 주제를 차곡차곡 쌓아두기로 했습니다."
"619","협업·프로세스","효율화","애자일, 문제 정의","사내 업무","","운영실은 Shape Up 방법론을 8주 스프린트로 변형 적용해 진짜 문제와 우선순위에 집중하게 됐다","‘일 잘하는 법’을 많이 고민한 조직이 채택한 방법론","당근","2023-11-01","https://careers.daangn.com/blog/post/당근-소프트웨어-개발자-서비스-운영개발-운영실-팀문화/","협업·프로세스 3","이후 2023년 상반기 OKR 논의에서 PM인 Chloe의 제안으로 Basecamp의 Shape Up 방법론을 운영실 상황에 맞게 변형해서 적용해 보기로 했어요."
"627","협업·프로세스","성장","조직 설계, 데이터 분석","채용, 검색","","당근은 데이터 분석가·리서처와 협업하고 정보를 투명하게 공유하는 문화 덕분에 디자이너가 근거 있는 결정을 내릴 수 있는 곳이다","회사를 옮긴다는 건 이민과도 같아서","당근","2023-10-20","https://careers.daangn.com/blog/post/프로덕트-디자이너-면접후기-이직-커리어-채용/","협업·프로세스 3","당근의 디자이너들은 데이터 분석가, 리서처 동료들에게 도움을 받고 함께 협업하며, 정량 데이터 분석, 사용자 인터뷰 등 다양한 방식으로 검증된 데이터를 토대로 더 좋은 고민을 할 수 있어요."
"628","협업·프로세스","성장","조직 설계, 사용자 인터뷰","채용, 글로벌","","당근 프로덕트 디자이너는 사용자 피드백을 가까이 듣고 디자인 챕터의 투명한 공유로 서로의 경험을 넓히며 성장한다","MAU 1800만 당근에서 일한다는 것은","당근","2023-10-19","https://careers.daangn.com/blog/post/당근-프로덕트-디자이너-8년차-커리어-채용/","협업·프로세스 3","챕터로 소통이 이어지다 보니 서로의 간접경험을 넓혀가며 빠르게 성장할 수 있어요."
"631","제품·서비스 기획","사용성","화면·흐름 설계","결제, 금융","후보:BLE","카카오톡 친구가 아니어도 주변 사람에게 송금할 수 있는 '내 주변 송금'을 BLE로 새로 만들었다.","내 주변 송금이 블루투스로 만들어졌다고? | 카카오페이 기술 블로그","카카오페이","2023-10-13","https://tech.kakaopay.com/post/bluetooth-remittance/","제품·서비스 기획 3","내 주변 송금 서비스는 사용자 주변에 있는 카카오페이 사용자에게 송금할 수 있는 서비스입니다."
"633","제외","","","","","매장에서 발생하는 비용·매출 항목이 POS 거래 데이터를 통해 정산 시스템에서 어떻게 집계되는지 소개한다.","올리브영 매장 정산 이야기","올리브영","2023-10-11","https://oliveyoung.tech/2023-10-11/offline-store-settlement/","제외 3","POS에서 일련의 거래 프로세스가 완료되면 거래 데이터를 생성한 후 정산 시스템으로 송신합니다."
"637","사용자 이해·경험","전환","화면·흐름 설계","커머스, 오프라인 매장","","픽업 인지와 매장 선택이 불편했던 기존 장바구니에 픽업 탭을 분리 노출해 픽업 이용률을 높였다","픽업전용 장바구니","올리브영","2023-10-10","https://oliveyoung.tech/2023-10-10/oliveyoung-pickup-cart/","사용자 이해·경험 2, 제품·서비스 기획 1","이러한 문제점을 개선하기 위해 저희 스쿼드는 장바구니에서 픽업 탭을 항상 노출하여 고객의 접근성을 높이고 불편함을 해소할 수 있도록 픽업 장바구니를 도입하기로 하였습니다."
